arquivo,classificacao
sql_cordis_0808.sql,Advanced
sql_cordis_0809.sql,Advanced
sql_cordis_0810.sql,Advanced
sql_cordis_0811.sql,Advanced
sql_cordis_0812.sql,Advanced
sql_cordis_0813.sql,Advanced
sql_cordis_0814.sql,Advanced
sql_cordis_0815.sql,Basic
sql_cordis_0816.sql,Basic
sql_cordis_0817.sql,Basic
sql_cordis_0818.sql,Basic
sql_cordis_0819.sql,Basic
sql_cordis_0820.sql,Basic
sql_cordis_0821.sql,Advanced
sql_cordis_0822.sql,Advanced
sql_cordis_0823.sql,Basic
sql_cordis_0824.sql,Basic
sql_cordis_0825.sql,Advanced
sql_cordis_0826.sql,Advanced
sql_cordis_0827.sql,Advanced
sql_cordis_0828.sql,Advanced
sql_cordis_0829.sql,Advanced
sql_cordis_0830.sql,Advanced
sql_cordis_0831.sql,Advanced
sql_cordis_0832.sql,Advanced
sql_cordis_0833.sql,Basic
sql_cordis_0834.sql,Basic
sql_cordis_0835.sql,Basic
sql_cordis_0836.sql,Basic
sql_cordis_0837.sql,Basic
sql_cordis_0838.sql,Basic
sql_cordis_0839.sql,Basic
sql_cordis_0840.sql,Basic
sql_cordis_0841.sql,Basic
sql_cordis_0842.sql,Basic
sql_cordis_0843.sql,Basic
sql_cordis_0844.sql,Basic
sql_cordis_0845.sql,Basic
sql_cordis_0846.sql,Basic
sql_cordis_0847.sql,Basic
sql_cordis_0848.sql,Basic
sql_cordis_0849.sql,Basic
sql_cordis_0850.sql,Basic
sql_cordis_0851.sql,Basic
sql_cordis_0852.sql,Basic
sql_cordis_0853.sql,Basic
sql_cordis_0854.sql,Basic
sql_cordis_0855.sql,Basic
sql_cordis_0856.sql,Basic
sql_cordis_0857.sql,Advanced
sql_cordis_0858.sql,Advanced
sql_cordis_0859.sql,Advanced
sql_cordis_0860.sql,Advanced
sql_cordis_0861.sql,Advanced
sql_cordis_0862.sql,Advanced
sql_cordis_0863.sql,Basic
sql_cordis_0864.sql,Basic
sql_cordis_0865.sql,Basic
sql_cordis_0866.sql,Basic
sql_cordis_0867.sql,Advanced
sql_cordis_0868.sql,Advanced
sql_cordis_0869.sql,Basic
sql_cordis_0870.sql,Basic
sql_cordis_0871.sql,Basic
sql_cordis_0872.sql,Basic
sql_cordis_0873.sql,Basic
sql_cordis_0874.sql,Basic
sql_cordis_0875.sql,Advanced
sql_cordis_0876.sql,Advanced
sql_cordis_0877.sql,Advanced
sql_cordis_0878.sql,Advanced
sql_cordis_0879.sql,Advanced
sql_cordis_0880.sql,Advanced
sql_cordis_0881.sql,Advanced
sql_cordis_0882.sql,Advanced
sql_cordis_0883.sql,Advanced
sql_cordis_0884.sql,Advanced
sql_cordis_0885.sql,Advanced
sql_cordis_0886.sql,Advanced
sql_cordis_0887.sql,Basic
sql_cordis_0888.sql,Basic
sql_cordis_0889.sql,Basic
sql_cordis_0890.sql,Basic
sql_cordis_0891.sql,Basic
sql_cordis_0892.sql,Basic
sql_cordis_0893.sql,Basic
sql_cordis_0894.sql,Basic
sql_cordis_0895.sql,Basic
sql_cordis_0896.sql,Basic
sql_cordis_0897.sql,Basic
sql_cordis_0898.sql,Basic
sql_cordis_0899.sql,Basic
sql_cordis_0900.sql,Basic
sql_cordis_0901.sql,Basic
sql_cordis_0902.sql,Basic
sql_cordis_0903.sql,Advanced
sql_cordis_0904.sql,Advanced
sql_cordis_0905.sql,Advanced
sql_cordis_0906.sql,Advanced
sql_cordis_0907.sql,Advanced
sql_cordis_0908.sql,Advanced
sql_cordis_0909.sql,Advanced
sql_cordis_0910.sql,Advanced
sql_cordis_0911.sql,Basic
sql_cordis_0912.sql,Basic
sql_cordis_0913.sql,Basic
sql_cordis_0914.sql,Basic
sql_cordis_0915.sql,Basic
sql_cordis_0916.sql,Basic
sql_cordis_0917.sql,Basic
sql_cordis_0918.sql,Basic
sql_cordis_0919.sql,Basic
sql_cordis_0920.sql,Basic
sql_cordis_0921.sql,Basic
sql_cordis_0922.sql,Basic
sql_cordis_0923.sql,Basic
sql_cordis_0924.sql,Basic
sql_cordis_0925.sql,Basic
sql_cordis_0926.sql,Basic
sql_cordis_0927.sql,Basic
sql_cordis_0928.sql,Basic
sql_cordis_0929.sql,Basic
sql_cordis_0930.sql,Basic
sql_cordis_0931.sql,Basic
sql_cordis_0932.sql,Basic
sql_cordis_0933.sql,Basic
sql_cordis_0934.sql,Basic
sql_cordis_0935.sql,Advanced
sql_cordis_0936.sql,Advanced
sql_cordis_0937.sql,Advanced
sql_cordis_0938.sql,Advanced
sql_cordis_0939.sql,Advanced
sql_cordis_0940.sql,Advanced
sql_cordis_0941.sql,Advanced
sql_cordis_0942.sql,Advanced
sql_cordis_0943.sql,Advanced
sql_cordis_0944.sql,Advanced
sql_cordis_0945.sql,Basic
sql_cordis_0946.sql,Basic
sql_cordis_0947.sql,Basic
sql_cordis_0948.sql,Basic
sql_cordis_0949.sql,Basic
sql_cordis_0950.sql,Basic
sql_cordis_0951.sql,Basic
sql_cordis_0952.sql,Basic
sql_cordis_0953.sql,Basic
sql_cordis_0954.sql,Basic
sql_cordis_0955.sql,Basic
sql_cordis_0956.sql,Basic
sql_cordis_0957.sql,Advanced
sql_cordis_0958.sql,Advanced
sql_cordis_0959.sql,Advanced
sql_cordis_0960.sql,Advanced
sql_cordis_0961.sql,Advanced
sql_cordis_0962.sql,Advanced
sql_cordis_0963.sql,Advanced
sql_cordis_0964.sql,Advanced
sql_cordis_0965.sql,Advanced
sql_cordis_0966.sql,Advanced
sql_cordis_0967.sql,Advanced
sql_cordis_0968.sql,Advanced
sql_cordis_0969.sql,Basic
sql_cordis_0970.sql,Basic
sql_cordis_0971.sql,Basic
sql_cordis_0972.sql,Basic
sql_cordis_0973.sql,Basic
sql_cordis_0974.sql,Basic
sql_cordis_0975.sql,Basic
sql_cordis_0976.sql,Basic
sql_cordis_0977.sql,Basic
sql_cordis_0978.sql,Basic
sql_cordis_0979.sql,Advanced
sql_cordis_0980.sql,Advanced
sql_cordis_0981.sql,Basic
sql_cordis_0982.sql,Basic
sql_cordis_0983.sql,Basic
sql_cordis_0984.sql,Basic
sql_cordis_0985.sql,Basic
sql_cordis_0986.sql,Basic
sql_cordis_0987.sql,Basic
sql_cordis_0988.sql,Basic
sql_cordis_0989.sql,Basic
sql_cordis_0990.sql,Basic
sql_cordis_0991.sql,Advanced
sql_cordis_0992.sql,Advanced
sql_cordis_0993.sql,Basic
sql_cordis_0994.sql,Basic
sql_cordis_0995.sql,Basic
sql_cordis_0996.sql,Basic
sql_cordis_0997.sql,Basic
sql_cordis_0998.sql,Basic
sql_cordis_0999.sql,Basic
sql_cordis_1000.sql,Basic
sql_cordis_1001.sql,Basic
sql_cordis_1002.sql,Basic
sql_cordis_1003.sql,Basic
sql_cordis_1004.sql,Basic
sql_cordis_1005.sql,Basic
sql_cordis_1006.sql,Basic
sql_cordis_1007.sql,Advanced
sql_cordis_1008.sql,Advanced
sql_cordis_1009.sql,Basic
sql_cordis_1010.sql,Basic
sql_cordis_1011.sql,Basic
sql_cordis_1012.sql,Basic
sql_cordis_1013.sql,Basic
sql_cordis_1014.sql,Basic
sql_cordis_1015.sql,Basic
sql_cordis_1016.sql,Basic
sql_cordis_1017.sql,Basic
sql_cordis_1018.sql,Basic
sql_cordis_1019.sql,Advanced
sql_cordis_1020.sql,Advanced
sql_cordis_1021.sql,Advanced
sql_cordis_1022.sql,Advanced
sql_cordis_1023.sql,Advanced
sql_cordis_1024.sql,Advanced
sql_cordis_1025.sql,Basic
sql_cordis_1026.sql,Basic
sql_cordis_1027.sql,Basic
sql_cordis_1028.sql,Basic
sql_cordis_1029.sql,Advanced
sql_cordis_1030.sql,Advanced
sql_cordis_1031.sql,Basic
sql_cordis_1032.sql,Basic
sql_cordis_1033.sql,Basic
sql_cordis_1034.sql,Basic
sql_cordis_1035.sql,Basic
sql_cordis_1036.sql,Basic
sql_cordis_1037.sql,Advanced
sql_cordis_1038.sql,Advanced
sql_cordis_1039.sql,Advanced
sql_cordis_1040.sql,Advanced
sql_cordis_1041.sql,Advanced
sql_cordis_1042.sql,Advanced
sql_cordis_1043.sql,Basic
sql_cordis_1044.sql,Basic
sql_cordis_1045.sql,Basic
sql_cordis_1046.sql,Basic
sql_cordis_1047.sql,Basic
sql_cordis_1048.sql,Basic
sql_cordis_1049.sql,Basic
sql_cordis_1050.sql,Basic
sql_cordis_1051.sql,Basic
sql_cordis_1052.sql,Basic
sql_cordis_1053.sql,Basic
sql_cordis_1054.sql,Basic
sql_cordis_1055.sql,Basic
sql_cordis_1056.sql,Basic
sql_cordis_1057.sql,Advanced
sql_cordis_1058.sql,Advanced
sql_cordis_1059.sql,Basic
sql_cordis_1060.sql,Basic
sql_cordis_1061.sql,Advanced
sql_cordis_1062.sql,Advanced
sql_cordis_1063.sql,Basic
sql_cordis_1064.sql,Basic
sql_cordis_1065.sql,Basic
sql_cordis_1066.sql,Basic
sql_cordis_1067.sql,Basic
sql_cordis_1068.sql,Basic
sql_cordis_1069.sql,Basic
sql_cordis_1070.sql,Basic
sql_cordis_1071.sql,Basic
sql_cordis_1072.sql,Basic
sql_cordis_1073.sql,Basic
sql_cordis_1074.sql,Basic
sql_cordis_1075.sql,Basic
sql_cordis_1076.sql,Basic
sql_cordis_1077.sql,Advanced
sql_cordis_1078.sql,Advanced
sql_cordis_1079.sql,Basic
sql_cordis_1080.sql,Basic
sql_cordis_1081.sql,Basic
sql_cordis_1082.sql,Basic
sql_cordis_1083.sql,Basic
sql_cordis_1084.sql,Basic
sql_cordis_1085.sql,Basic
sql_cordis_1086.sql,Basic
sql_cordis_1087.sql,Basic
sql_cordis_1088.sql,Basic
sql_cordis_1089.sql,Basic
sql_cordis_1090.sql,Basic
sql_cordis_1091.sql,Basic
sql_cordis_1092.sql,Basic
sql_cordis_1093.sql,Basic
sql_cordis_1094.sql,Basic
sql_cordis_1095.sql,Basic
sql_cordis_1096.sql,Basic
sql_cordis_1097.sql,Basic
sql_cordis_1098.sql,Basic
sql_cordis_1099.sql,Basic
sql_cordis_1100.sql,Basic
sql_cordis_1101.sql,Basic
sql_cordis_1102.sql,Basic
sql_cordis_1103.sql,Basic
sql_cordis_1104.sql,Basic
sql_cordis_1105.sql,Basic
sql_cordis_1106.sql,Basic
sql_cordis_1107.sql,Basic
sql_cordis_1108.sql,Basic
sql_cordis_1109.sql,Basic
sql_cordis_1110.sql,Basic
sql_cordis_1111.sql,Basic
sql_cordis_1112.sql,Basic
sql_cordis_1113.sql,Basic
sql_cordis_1114.sql,Basic
sql_cordis_1115.sql,Basic
sql_cordis_1116.sql,Basic
sql_cordis_1117.sql,Advanced
sql_cordis_1118.sql,Advanced
sql_cordis_1119.sql,Basic
sql_cordis_1120.sql,Basic
sql_cordis_1121.sql,Basic
sql_cordis_1122.sql,Basic
sql_cordis_1123.sql,Basic
sql_cordis_1124.sql,Basic
sql_cordis_1125.sql,Basic
sql_cordis_1126.sql,Basic
sql_cordis_1127.sql,Basic
sql_cordis_1128.sql,Basic
sql_cordis_1129.sql,Basic
sql_cordis_1130.sql,Basic
sql_cordis_1131.sql,Basic
sql_cordis_1132.sql,Basic
sql_cordis_1133.sql,Advanced
sql_cordis_1134.sql,Advanced
sql_cordis_1135.sql,Advanced
sql_cordis_1136.sql,Advanced
sql_cordis_1137.sql,Advanced
sql_cordis_1138.sql,Advanced
sql_cordis_1139.sql,Advanced
sql_cordis_1140.sql,Advanced
sql_cordis_1141.sql,Advanced
sql_cordis_1142.sql,Advanced
sql_cordis_1143.sql,Basic
sql_cordis_1144.sql,Basic
sql_cordis_1145.sql,Basic
sql_cordis_1146.sql,Basic
sql_cordis_1147.sql,Basic
sql_cordis_1148.sql,Basic
sql_cordis_1149.sql,Basic
sql_cordis_1150.sql,Basic
sql_cordis_1151.sql,Basic
sql_cordis_1152.sql,Basic
sql_cordis_1153.sql,Basic
sql_cordis_1154.sql,Basic
sql_cordis_1155.sql,Basic
sql_cordis_1156.sql,Basic
sql_cordis_1157.sql,Advanced
sql_cordis_1158.sql,Advanced
sql_cordis_1159.sql,Basic
sql_cordis_1160.sql,Basic
sql_cordis_1161.sql,Basic
sql_cordis_1162.sql,Basic
sql_cordis_1163.sql,Basic
sql_cordis_1164.sql,Basic
sql_cordis_1165.sql,Basic
sql_cordis_1166.sql,Basic
sql_cordis_1167.sql,Basic
sql_cordis_1168.sql,Basic
sql_cordis_1169.sql,Basic
sql_cordis_1170.sql,Basic
sql_cordis_1171.sql,Basic
sql_cordis_1172.sql,Basic
sql_cordis_1173.sql,Basic
sql_cordis_1174.sql,Basic
sql_cordis_1175.sql,Basic
sql_cordis_1176.sql,Basic
sql_cordis_1177.sql,Basic
sql_cordis_1178.sql,Basic
sql_cordis_1179.sql,Basic
sql_cordis_1180.sql,Basic
sql_cordis_1181.sql,Basic
sql_cordis_1182.sql,Basic
sql_cordis_1183.sql,Basic
sql_cordis_1184.sql,Basic
sql_cordis_1185.sql,Basic
sql_cordis_1186.sql,Basic
sql_cordis_1187.sql,Basic
sql_cordis_1188.sql,Basic
sql_cordis_1189.sql,Basic
sql_cordis_1190.sql,Basic
sql_cordis_1191.sql,Basic
sql_cordis_1192.sql,Basic
sql_cordis_1193.sql,Basic
sql_cordis_1194.sql,Basic
sql_cordis_1195.sql,Basic
sql_cordis_1196.sql,Basic
sql_cordis_1197.sql,Advanced
sql_cordis_1198.sql,Advanced
sql_cordis_1199.sql,Basic
sql_cordis_1200.sql,Basic
sql_cordis_1201.sql,Basic
sql_cordis_1202.sql,Basic
sql_cordis_1203.sql,Advanced
sql_cordis_1204.sql,Advanced
sql_cordis_1205.sql,Basic
sql_cordis_1206.sql,Basic
sql_cordis_1207.sql,Basic
sql_cordis_1208.sql,Basic
sql_cordis_1209.sql,Basic
sql_cordis_1210.sql,Basic
sql_cordis_1211.sql,Basic
sql_cordis_1212.sql,Basic
sql_cordis_1213.sql,Basic
sql_cordis_1214.sql,Basic
sql_cordis_1215.sql,Basic
sql_cordis_1216.sql,Basic
sql_cordis_1217.sql,Basic
sql_cordis_1218.sql,Basic
sql_cordis_1219.sql,Advanced
sql_cordis_1220.sql,Advanced
sql_cordis_1221.sql,Basic
sql_cordis_1222.sql,Basic
sql_cordis_1223.sql,Advanced
sql_cordis_1224.sql,Advanced
sql_cordis_1225.sql,Advanced
sql_cordis_1226.sql,Advanced
sql_cordis_1227.sql,Advanced
sql_cordis_1228.sql,Advanced
sql_cordis_1229.sql,Advanced
sql_cordis_1230.sql,Advanced
sql_cordis_1231.sql,Basic
sql_cordis_1232.sql,Basic
sql_cordis_1233.sql,Basic
sql_cordis_1234.sql,Basic
sql_cordis_1235.sql,Advanced
sql_cordis_1236.sql,Advanced
sql_cordis_1237.sql,Basic
sql_cordis_1238.sql,Basic
sql_cordis_1239.sql,Basic
sql_cordis_1240.sql,Basic
sql_cordis_1241.sql,Basic
sql_cordis_1242.sql,Basic
sql_cordis_1243.sql,Advanced
sql_cordis_1244.sql,Advanced
sql_cordis_1245.sql,Basic
sql_cordis_1246.sql,Basic
sql_cordis_1247.sql,Advanced
sql_cordis_1248.sql,Advanced
sql_cordis_1249.sql,Basic
sql_cordis_1250.sql,Basic
sql_cordis_1251.sql,Basic
sql_cordis_1252.sql,Basic
sql_cordis_1253.sql,Basic
sql_cordis_1254.sql,Basic
sql_cordis_1255.sql,Basic
sql_cordis_1256.sql,Basic
sql_cordis_1257.sql,Basic
sql_cordis_1258.sql,Basic
sql_cordis_1259.sql,Basic
sql_cordis_1260.sql,Basic
sql_cordis_1261.sql,Basic
sql_cordis_1262.sql,Basic
sql_cordis_1263.sql,Basic
sql_cordis_1264.sql,Basic
sql_cordis_1265.sql,Basic
sql_cordis_1266.sql,Basic
sql_cordis_1267.sql,Basic
sql_cordis_1268.sql,Basic
sql_cordis_1269.sql,Basic
sql_cordis_1270.sql,Basic
sql_cordis_1271.sql,Basic
sql_cordis_1272.sql,Basic
sql_cordis_1273.sql,Basic
sql_cordis_1274.sql,Basic
sql_cordis_1275.sql,Basic
sql_cordis_1276.sql,Basic
sql_cordis_1277.sql,Basic
sql_cordis_1278.sql,Basic
sql_cordis_1279.sql,Basic
sql_cordis_1280.sql,Basic
sql_cordis_1281.sql,Basic
sql_cordis_1282.sql,Basic
sql_cordis_1283.sql,Basic
sql_cordis_1284.sql,Basic
sql_cordis_1285.sql,Basic
sql_cordis_1286.sql,Basic
sql_cordis_1287.sql,Advanced
sql_cordis_1288.sql,Advanced
sql_cordis_1289.sql,Basic
sql_cordis_1290.sql,Basic
sql_cordis_1291.sql,Basic
sql_cordis_1292.sql,Basic
sql_cordis_1293.sql,Basic
sql_cordis_1294.sql,Basic
sql_cordis_1295.sql,Basic
sql_cordis_1296.sql,Basic
sql_cordis_1297.sql,Basic
sql_cordis_1298.sql,Basic
sql_cordis_1299.sql,Advanced
sql_cordis_1300.sql,Advanced
sql_cordis_1301.sql,Basic
sql_cordis_1302.sql,Basic
sql_cordis_1303.sql,Basic
sql_cordis_1304.sql,Basic
sql_cordis_1305.sql,Advanced
sql_cordis_1306.sql,Advanced
sql_oncomx_0001.sql,Basic
sql_oncomx_0002.sql,Basic
sql_oncomx_0003.sql,Basic
sql_oncomx_0004.sql,Basic
sql_oncomx_0005.sql,Basic
sql_oncomx_0006.sql,Basic
sql_oncomx_0007.sql,Basic
sql_oncomx_0008.sql,Basic
sql_oncomx_0009.sql,Basic
sql_oncomx_0010.sql,Basic
sql_oncomx_0011.sql,Basic
sql_oncomx_0012.sql,Basic
sql_oncomx_0013.sql,Basic
sql_oncomx_0014.sql,Basic
sql_oncomx_0015.sql,Basic
sql_oncomx_0016.sql,Basic
sql_oncomx_0017.sql,Basic
sql_oncomx_0018.sql,Basic
sql_oncomx_0019.sql,Basic
sql_oncomx_0020.sql,Basic
sql_oncomx_0021.sql,Basic
sql_oncomx_0022.sql,Basic
sql_oncomx_0023.sql,Basic
sql_oncomx_0024.sql,Basic
sql_oncomx_0025.sql,Basic
sql_oncomx_0026.sql,Basic
sql_oncomx_0027.sql,Basic
sql_oncomx_0028.sql,Basic
sql_oncomx_0029.sql,Basic
sql_oncomx_0030.sql,Basic
sql_oncomx_0031.sql,Basic
sql_oncomx_0032.sql,Basic
sql_oncomx_0033.sql,Basic
sql_oncomx_0034.sql,Basic
sql_oncomx_0035.sql,Basic
sql_oncomx_0036.sql,Basic
sql_oncomx_0037.sql,Basic
sql_oncomx_0038.sql,Basic
sql_oncomx_0039.sql,Basic
sql_oncomx_0040.sql,Basic
sql_oncomx_0041.sql,Basic
sql_oncomx_0042.sql,Basic
sql_oncomx_0043.sql,Basic
sql_oncomx_0044.sql,Basic
sql_oncomx_0045.sql,Basic
sql_oncomx_0046.sql,Basic
sql_oncomx_0047.sql,Basic
sql_oncomx_0048.sql,Basic
sql_oncomx_0049.sql,Basic
sql_oncomx_0050.sql,Basic
sql_oncomx_0051.sql,Basic
sql_oncomx_0052.sql,Basic
sql_oncomx_0053.sql,Basic
sql_oncomx_0054.sql,Basic
sql_oncomx_0055.sql,Basic
sql_oncomx_0056.sql,Basic
sql_oncomx_0057.sql,Basic
sql_oncomx_0058.sql,Basic
sql_oncomx_0059.sql,Basic
sql_oncomx_0060.sql,Basic
sql_oncomx_0061.sql,Basic
sql_oncomx_0062.sql,Basic
sql_oncomx_0063.sql,Basic
sql_oncomx_0064.sql,Basic
sql_oncomx_0065.sql,Basic
sql_oncomx_0066.sql,Basic
sql_oncomx_0067.sql,Basic
sql_oncomx_0068.sql,Basic
sql_oncomx_0069.sql,Basic
sql_oncomx_0070.sql,Basic
sql_oncomx_0071.sql,Basic
sql_oncomx_0072.sql,Basic
sql_oncomx_0073.sql,Basic
sql_oncomx_0074.sql,Basic
sql_oncomx_0075.sql,Basic
sql_oncomx_0076.sql,Basic
sql_oncomx_0077.sql,Basic
sql_oncomx_0078.sql,Basic
sql_oncomx_0079.sql,Basic
sql_oncomx_0080.sql,Basic
sql_oncomx_0081.sql,Basic
sql_oncomx_0082.sql,Basic
sql_oncomx_0083.sql,Basic
sql_oncomx_0084.sql,Basic
sql_oncomx_0085.sql,Basic
sql_oncomx_0086.sql,Basic
sql_oncomx_0087.sql,Basic
sql_oncomx_0088.sql,Basic
sql_oncomx_0089.sql,Basic
sql_oncomx_0090.sql,Basic
sql_oncomx_0091.sql,Basic
sql_oncomx_0092.sql,Basic
sql_oncomx_0093.sql,Basic
sql_oncomx_0094.sql,Basic
sql_oncomx_0095.sql,Basic
sql_oncomx_0096.sql,Basic
sql_oncomx_0097.sql,Basic
sql_oncomx_0098.sql,Basic
sql_oncomx_0099.sql,Basic
sql_oncomx_0100.sql,Basic
sql_oncomx_0101.sql,Basic
sql_oncomx_0102.sql,Basic
sql_oncomx_0103.sql,Basic
sql_oncomx_0104.sql,Basic
sql_oncomx_0105.sql,Basic
sql_oncomx_0106.sql,Basic
sql_oncomx_0107.sql,Basic
sql_oncomx_0108.sql,Basic
sql_oncomx_0109.sql,Basic
sql_oncomx_0110.sql,Basic
sql_oncomx_0111.sql,Basic
sql_oncomx_0112.sql,Basic
sql_oncomx_0113.sql,Basic
sql_oncomx_0114.sql,Basic
sql_oncomx_0115.sql,Basic
sql_oncomx_0116.sql,Basic
sql_oncomx_0117.sql,Basic
sql_oncomx_0118.sql,Basic
sql_oncomx_0119.sql,Basic
sql_oncomx_0120.sql,Basic
sql_oncomx_0121.sql,Basic
sql_oncomx_0122.sql,Basic
sql_oncomx_0123.sql,Basic
sql_oncomx_0124.sql,Basic
sql_oncomx_0125.sql,Basic
sql_oncomx_0126.sql,Basic
sql_oncomx_0127.sql,Basic
sql_oncomx_0128.sql,Basic
sql_oncomx_0129.sql,Basic
sql_oncomx_0130.sql,Basic
sql_oncomx_0131.sql,Basic
sql_oncomx_0132.sql,Basic
sql_oncomx_0133.sql,Basic
sql_oncomx_0134.sql,Basic
sql_oncomx_0135.sql,Basic
sql_oncomx_0136.sql,Basic
sql_oncomx_0137.sql,Basic
sql_oncomx_0138.sql,Basic
sql_oncomx_0139.sql,Basic
sql_oncomx_0140.sql,Basic
sql_oncomx_0141.sql,Basic
sql_oncomx_0142.sql,Basic
sql_oncomx_0143.sql,Basic
sql_oncomx_0144.sql,Basic
sql_oncomx_0145.sql,Basic
sql_oncomx_0146.sql,Basic
sql_oncomx_0147.sql,Basic
sql_oncomx_0148.sql,Basic
sql_oncomx_0149.sql,Basic
sql_oncomx_0150.sql,Basic
sql_oncomx_0151.sql,Basic
sql_oncomx_0152.sql,Basic
sql_oncomx_0153.sql,Basic
sql_oncomx_0154.sql,Basic
sql_oncomx_0155.sql,Basic
sql_oncomx_0156.sql,Basic
sql_oncomx_0157.sql,Basic
sql_oncomx_0158.sql,Basic
sql_oncomx_0159.sql,Basic
sql_oncomx_0160.sql,Basic
sql_oncomx_0161.sql,Basic
sql_oncomx_0162.sql,Basic
sql_oncomx_0163.sql,Basic
sql_oncomx_0164.sql,Basic
sql_oncomx_0165.sql,Basic
sql_oncomx_0166.sql,Basic
sql_oncomx_0167.sql,Basic
sql_oncomx_0168.sql,Basic
sql_oncomx_0169.sql,Basic
sql_oncomx_0170.sql,Basic
sql_oncomx_0171.sql,Basic
sql_oncomx_0172.sql,Basic
sql_oncomx_0173.sql,Basic
sql_oncomx_0174.sql,Basic
sql_oncomx_0175.sql,Basic
sql_oncomx_0176.sql,Basic
sql_oncomx_0177.sql,Basic
sql_oncomx_0178.sql,Basic
sql_oncomx_0179.sql,Basic
sql_oncomx_0180.sql,Basic
sql_oncomx_0181.sql,Basic
sql_oncomx_0182.sql,Basic
sql_oncomx_0183.sql,Basic
sql_oncomx_0184.sql,Basic
sql_oncomx_0185.sql,Basic
sql_oncomx_0186.sql,Basic
sql_oncomx_0187.sql,Basic
sql_oncomx_0188.sql,Basic
sql_oncomx_0189.sql,Basic
sql_oncomx_0190.sql,Basic
sql_oncomx_0191.sql,Basic
sql_oncomx_0192.sql,Basic
sql_oncomx_0193.sql,Basic
sql_oncomx_0194.sql,Basic
sql_oncomx_0195.sql,Basic
sql_oncomx_0196.sql,Basic
sql_oncomx_0197.sql,Basic
sql_oncomx_0198.sql,Basic
sql_oncomx_0199.sql,Basic
sql_oncomx_0200.sql,Basic
sql_oncomx_0201.sql,Basic
sql_oncomx_0202.sql,Basic
sql_oncomx_0203.sql,Basic
sql_oncomx_0204.sql,Basic
sql_oncomx_0205.sql,Basic
sql_oncomx_0206.sql,Basic
sql_oncomx_0207.sql,Basic
sql_oncomx_0208.sql,Basic
sql_oncomx_0209.sql,Basic
sql_oncomx_0210.sql,Basic
sql_oncomx_0211.sql,Basic
sql_oncomx_0212.sql,Basic
sql_oncomx_0213.sql,Basic
sql_oncomx_0214.sql,Basic
sql_oncomx_0215.sql,Basic
sql_oncomx_0216.sql,Basic
sql_oncomx_0217.sql,Basic
sql_oncomx_0218.sql,Basic
sql_oncomx_0219.sql,Basic
sql_oncomx_0220.sql,Basic
sql_oncomx_0221.sql,Basic
sql_oncomx_0222.sql,Basic
sql_oncomx_0223.sql,Advanced
sql_oncomx_0224.sql,Advanced
sql_oncomx_0225.sql,Advanced
sql_oncomx_0226.sql,Advanced
sql_oncomx_0227.sql,Advanced
sql_oncomx_0228.sql,Advanced
sql_oncomx_0229.sql,Advanced
sql_oncomx_0230.sql,Advanced
sql_oncomx_0231.sql,Advanced
sql_oncomx_0232.sql,Advanced
sql_oncomx_0233.sql,Advanced
sql_oncomx_0234.sql,Advanced
sql_oncomx_0235.sql,Advanced
sql_oncomx_0236.sql,Advanced
sql_oncomx_0237.sql,Advanced
sql_oncomx_0238.sql,Advanced
sql_oncomx_0239.sql,Advanced
sql_oncomx_0240.sql,Advanced
sql_oncomx_0241.sql,Advanced
sql_oncomx_0242.sql,Advanced
sql_oncomx_0243.sql,Advanced
sql_oncomx_0244.sql,Advanced
sql_oncomx_0245.sql,Advanced
sql_oncomx_0246.sql,Advanced
sql_oncomx_0247.sql,Advanced
sql_oncomx_0248.sql,Advanced
sql_oncomx_0249.sql,Advanced
sql_oncomx_0250.sql,Advanced
sql_oncomx_0251.sql,Advanced
sql_oncomx_0252.sql,Advanced
sql_oncomx_0253.sql,Advanced
sql_oncomx_0254.sql,Advanced
sql_oncomx_0255.sql,Advanced
sql_oncomx_0256.sql,Advanced
sql_oncomx_0257.sql,Advanced
sql_oncomx_0258.sql,Advanced
sql_oncomx_0259.sql,Advanced
sql_oncomx_0260.sql,Advanced
sql_oncomx_0261.sql,Advanced
sql_oncomx_0262.sql,Advanced
sql_oncomx_0263.sql,Advanced
sql_oncomx_0264.sql,Advanced
sql_oncomx_0265.sql,Advanced
sql_oncomx_0266.sql,Advanced
sql_oncomx_0267.sql,Advanced
sql_oncomx_0268.sql,Advanced
sql_oncomx_0269.sql,Advanced
sql_oncomx_0270.sql,Advanced
sql_oncomx_0271.sql,Advanced
sql_oncomx_0272.sql,Advanced
sql_oncomx_0273.sql,Advanced
sql_oncomx_0274.sql,Advanced
sql_oncomx_0275.sql,Advanced
sql_oncomx_0276.sql,Advanced
sql_oncomx_0277.sql,Advanced
sql_oncomx_0278.sql,Advanced
sql_oncomx_0279.sql,Advanced
sql_oncomx_0280.sql,Advanced
sql_oncomx_0281.sql,Advanced
sql_oncomx_0282.sql,Advanced
sql_oncomx_0283.sql,Advanced
sql_oncomx_0284.sql,Advanced
sql_oncomx_0285.sql,Advanced
sql_oncomx_0286.sql,Advanced
sql_oncomx_0287.sql,Advanced
sql_oncomx_0288.sql,Advanced
sql_oncomx_0289.sql,Advanced
sql_oncomx_0290.sql,Advanced
sql_oncomx_0291.sql,Advanced
sql_oncomx_0292.sql,Advanced
sql_oncomx_0293.sql,Advanced
sql_oncomx_0294.sql,Advanced
